sample	cnv	accession	n_cnvs	total_size	coverage_percent	span_percent	size_smallest	size_largest	std_regions_size	norm_depth_mean	norm_depth_median	smooth_depth_mean	smooth_depth_median	chrom_depth	chrom_norm_depth	genome_depth	chromosome	length	lineage	chrom_category_aneuploidy	chrom_category_size	strain	source	dataset	vni_subdivision	samples_in_dataset_lineage	samples_in_lineage	samples_in_sublineage	samples_in_lineage_source	total_samples
ERS542321	duplication	CP003822.1	1	4000	0.25	0.25	4000	4000	NA	4.62	5	3.05	3.05	25.09	1	25.16	chr03	1575141	VNI	Euploid	Absent	BK65	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542321	deletion	CP003822.1	3	37141	2.36	100	3141	24500	10966.95	0.12	0	0.04	0	25.09	1	25.16	chr03	1575141	VNI	Euploid	Absent	BK65	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542321	duplication	CP003823.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	25.08	1	25.16	chr04	1084805	VNI	Euploid	Absent	BK65	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542321	deletion	CP003823.1	4	35805	3.3	100	5500	13000	3094.27	0.16	0	0.08	0.01	25.08	1	25.16	chr04	1084805	VNI	Euploid	Absent	BK65	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542321	duplication	CP003824.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	25.28	1	25.16	chr05	1814975	VNI	Euploid	Absent	BK65	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542321	deletion	CP003824.1	4	24975	1.38	100	3000	11000	3480.32	0.18	0.08	0.15	0.1	25.28	1	25.16	chr05	1814975	VNI	Euploid	Absent	BK65	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542321	duplication	CP003825.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	25.34	1.01	25.16	chr06	1422463	VNI	Euploid	Absent	BK65	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542321	deletion	CP003825.1	3	25463	1.79	100	2500	19500	9549.11	0.16	0.02	0.07	0.05	25.34	1.01	25.16	chr06	1422463	VNI	Euploid	Absent	BK65	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542321	duplication	CP003826.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	25.16	1	25.16	chr07	1399503	VNI	Euploid	Absent	BK65	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542321	deletion	CP003826.1	3	35503	2.54	100	503	28500	14741.08	0.12	0.04	0.07	0.04	25.16	1	25.16	chr07	1399503	VNI	Euploid	Absent	BK65	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542321	duplication	CP003827.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	25.04	1	25.16	chr08	1398693	VNI	Euploid	Absent	BK65	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542321	deletion	CP003827.1	6	75193	5.38	100	5000	36000	11814.17	0.13	0.02	0.08	0.02	25.04	1	25.16	chr08	1398693	VNI	Euploid	Small	BK65	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542321	duplication	CP003828.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	25.14	1	25.16	chr09	1186808	VNI	Euploid	Absent	BK65	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542321	deletion	CP003828.1	3	48808	4.11	100	3500	25308	11372.58	0.25	0	0.05	0	25.14	1	25.16	chr09	1186808	VNI	Euploid	Absent	BK65	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542321	duplication	CP003829.1	1	3500	0.33	0.33	3500	3500	NA	1.87	2.02	1.62	1.62	25.2	1	25.16	chr10	1059964	VNI	Euploid	Absent	BK65	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542321	deletion	CP003829.1	3	19464	1.84	100	1000	11000	5070.94	0.12	0.01	0.08	0.05	25.2	1	25.16	chr10	1059964	VNI	Euploid	Absent	BK65	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542321	duplication	CP003830.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	25.04	1	25.16	chr11	1561994	VNI	Euploid	Absent	BK65	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542321	deletion	CP003830.1	5	79994	5.12	100	7000	33500	11179.74	0.17	0	0.06	0.02	25.04	1	25.16	chr11	1561994	VNI	Euploid	Small	BK65	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542321	duplication	CP003831.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	24.98	0.99	25.16	chr12	774062	VNI	Euploid	Absent	BK65	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542321	deletion	CP003831.1	2	25000	3.23	20.15	9000	16000	4949.75	0.13	0.02	0.07	0.03	24.98	0.99	25.16	chr12	774062	VNI	Euploid	Absent	BK65	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542321	duplication	CP003832.1	1	6500	0.86	0.86	6500	6500	NA	2.17	2.24	1.95	1.77	25.04	1	25.16	chr13	756744	VNI	Euploid	Absent	BK65	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542321	deletion	CP003832.1	4	41500	5.48	99.84	2500	19500	7122.44	0.27	0.05	0.11	0.11	25.04	1	25.16	chr13	756744	VNI	Euploid	Small	BK65	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542321	duplication	CP003833.2	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	24.98	0.99	25.16	chr14	942867	VNI	Euploid	Absent	BK65	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS542321	deletion	CP003833.2	2	23367	2.48	52.33	7867	15500	5397.35	0.12	0.01	0.07	0.01	24.98	0.99	25.16	chr14	942867	VNI	Euploid	Absent	BK65	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142734	duplication	CP003820.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	38.82	0.95	41.07	chr01	2291499	VNI	Euploid	Absent	BK76	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142734	deletion	CP003820.1	6	52500	2.29	99.78	6000	15000	3372.68	0.13	0.01	0.09	0.05	38.82	0.95	41.07	chr01	2291499	VNI	Euploid	Absent	BK76	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142734	duplication	CP003821.1	2	9500	0.59	17.2	2000	7500	3889.09	34.59	51.33	33.75	51.13	38.97	0.95	41.07	chr02	1621675	VNI	Euploid	Absent	BK76	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142734	deletion	CP003821.1	4	44675	2.75	48.23	1175	21500	8459.05	0.13	0.02	0.1	0.04	38.97	0.95	41.07	chr02	1621675	VNI	Euploid	Absent	BK76	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142734	duplication	CP003822.1	1	4000	0.25	0.25	4000	4000	NA	8.92	10.02	4.71	4.71	40.22	0.98	41.07	chr03	1575141	VNI	Euploid	Absent	BK76	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142734	deletion	CP003822.1	3	36641	2.33	100	3141	24500	11036.19	0.1	0	0.03	0	40.22	0.98	41.07	chr03	1575141	VNI	Euploid	Absent	BK76	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142734	duplication	CP003823.1	1	1000	0.09	0.09	1000	1000	NA	1.62	1.62	1.61	1.61	43.28	1.05	41.07	chr04	1084805	VNI	Euploid	Absent	BK76	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142734	deletion	CP003823.1	4	37305	3.44	100	7000	14000	3237.66	0.15	0.03	0.1	0.08	43.28	1.05	41.07	chr04	1084805	VNI	Euploid	Absent	BK76	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142734	duplication	CP003824.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	40.34	0.98	41.07	chr05	1814975	VNI	Euploid	Absent	BK76	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142734	deletion	CP003824.1	4	22475	1.24	100	3000	10500	3425.11	0.22	0.09	0.17	0.09	40.34	0.98	41.07	chr05	1814975	VNI	Euploid	Absent	BK76	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142734	duplication	CP003825.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	41.9	1.02	41.07	chr06	1422463	VNI	Euploid	Absent	BK76	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142734	deletion	CP003825.1	3	25463	1.79	100	2500	20000	9972.66	0.19	0.08	0.11	0.08	41.9	1.02	41.07	chr06	1422463	VNI	Euploid	Absent	BK76	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142734	duplication	CP003826.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	41.89	1.02	41.07	chr07	1399503	VNI	Euploid	Absent	BK76	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142734	deletion	CP003826.1	3	36003	2.57	100	1003	28500	14550.5	0.14	0.06	0.14	0.16	41.89	1.02	41.07	chr07	1399503	VNI	Euploid	Absent	BK76	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142734	duplication	CP003827.1	1	1000	0.07	0.07	1000	1000	NA	1.58	1.58	1.63	1.63	41.46	1.01	41.07	chr08	1398693	VNI	Euploid	Absent	BK76	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142734	deletion	CP003827.1	6	76693	5.48	100	5000	37500	12410.89	0.13	0.02	0.08	0.04	41.46	1.01	41.07	chr08	1398693	VNI	Euploid	Small	BK76	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142734	duplication	CP003828.1	1	6500	0.55	0.55	6500	6500	NA	1.83	1.74	1.64	1.61	41.66	1.01	41.07	chr09	1186808	VNI	Euploid	Absent	BK76	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142734	deletion	CP003828.1	3	46808	3.94	100	3500	24808	10945.48	0.23	0	0.04	0	41.66	1.01	41.07	chr09	1186808	VNI	Euploid	Absent	BK76	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142734	duplication	CP003829.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	42.43	1.03	41.07	chr10	1059964	VNI	Euploid	Absent	BK76	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142734	deletion	CP003829.1	3	18964	1.79	100	500	11000	5342.45	0.14	0.02	0.07	0.04	42.43	1.03	41.07	chr10	1059964	VNI	Euploid	Absent	BK76	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142734	duplication	CP003830.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	39.61	0.96	41.07	chr11	1561994	VNI	Euploid	Absent	BK76	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142734	deletion	CP003830.1	5	81494	5.22	100	6500	34500	11535.27	0.17	0.01	0.08	0.02	39.61	0.96	41.07	chr11	1561994	VNI	Euploid	Small	BK76	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142734	duplication	CP003831.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	45.13	1.1	41.07	chr12	774062	VNI	Euploid	Absent	BK76	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142734	deletion	CP003831.1	3	21500	2.78	19.89	2000	16000	7686.57	0.2	0.01	0.07	0.01	45.13	1.1	41.07	chr12	774062	VNI	Euploid	Absent	BK76	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142734	duplication	CP003832.1	3	13000	1.72	3.17	2000	5500	2020.73	1.56	1.63	1.63	1.63	45.5	1.11	41.07	chr13	756744	VNI	Euploid	Absent	BK76	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142734	deletion	CP003832.1	3	37500	4.96	82.26	8000	19500	6144.1	0.27	0.11	0.18	0.14	45.5	1.11	41.07	chr13	756744	VNI	Euploid	Absent	BK76	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142734	duplication	CP003833.2	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	42.24	1.03	41.07	chr14	942867	VNI	Euploid	Absent	BK76	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142734	deletion	CP003833.2	2	21867	2.32	52.33	6367	15500	6458.01	0.1	0.01	0.06	0.01	42.24	1.03	41.07	chr14	942867	VNI	Euploid	Absent	BK76	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142735	duplication	CP003820.1	1	3500	0.15	0.15	3500	3500	NA	1.63	1.63	1.64	1.63	38.93	0.95	40.99	chr01	2291499	VNI	Euploid	Absent	BK77	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142735	deletion	CP003820.1	5	48000	2.09	99.91	6000	15500	4052.78	0.13	0.01	0.09	0.06	38.93	0.95	40.99	chr01	2291499	VNI	Euploid	Absent	BK77	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142735	duplication	CP003821.1	1	6500	0.4	0.4	6500	6500	NA	45.93	48.4	44.81	47.98	39.03	0.95	40.99	chr02	1621675	VNI	Euploid	Absent	BK77	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142735	deletion	CP003821.1	5	47675	2.94	48.23	500	23000	9287.75	0.11	0.01	0.08	0.04	39.03	0.95	40.99	chr02	1621675	VNI	Euploid	Absent	BK77	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142735	duplication	CP003822.1	1	4000	0.25	0.25	4000	4000	NA	8.73	9.88	4.2	4.2	40.64	0.99	40.99	chr03	1575141	VNI	Euploid	Absent	BK77	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142735	deletion	CP003822.1	3	36641	2.33	100	3141	24500	11036.19	0.08	0	0.03	0	40.64	0.99	40.99	chr03	1575141	VNI	Euploid	Absent	BK77	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142735	duplication	CP003823.1	1	6500	0.6	0.6	6500	6500	NA	1.64	1.64	1.62	1.62	42.2	1.03	40.99	chr04	1084805	VNI	Euploid	Absent	BK77	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142735	deletion	CP003823.1	3	40305	3.72	100	7305	24000	9188.73	0.18	0.04	0.1	0.07	42.2	1.03	40.99	chr04	1084805	VNI	Euploid	Absent	BK77	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142735	duplication	CP003824.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	40.22	0.98	40.99	chr05	1814975	VNI	Euploid	Absent	BK77	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142735	deletion	CP003824.1	3	21475	1.18	100	3000	13000	5208.19	0.23	0.11	0.15	0.09	40.22	0.98	40.99	chr05	1814975	VNI	Euploid	Absent	BK77	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142735	duplication	CP003825.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	41.75	1.02	40.99	chr06	1422463	VNI	Euploid	Absent	BK77	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142735	deletion	CP003825.1	3	25963	1.83	100	2500	20500	10261.26	0.17	0.07	0.09	0.06	41.75	1.02	40.99	chr06	1422463	VNI	Euploid	Absent	BK77	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142735	duplication	CP003826.1	3	7500	0.54	0.89	500	6500	3464.1	1.62	1.61	1.64	1.65	41.97	1.02	40.99	chr07	1399503	VNI	Euploid	Absent	BK77	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142735	deletion	CP003826.1	3	37003	2.64	100	2003	28500	14179.29	0.11	0.05	0.1	0.1	41.97	1.02	40.99	chr07	1399503	VNI	Euploid	Absent	BK77	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142735	duplication	CP003827.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	40.8	1	40.99	chr08	1398693	VNI	Euploid	Absent	BK77	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142735	deletion	CP003827.1	6	76693	5.48	100	5000	38000	12636.92	0.12	0.02	0.08	0.05	40.8	1	40.99	chr08	1398693	VNI	Euploid	Small	BK77	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142735	duplication	CP003828.1	4	8500	0.72	97.02	500	5000	2015.56	1.66	1.66	1.64	1.65	41.74	1.02	40.99	chr09	1186808	VNI	Euploid	Absent	BK77	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142735	deletion	CP003828.1	3	47308	3.99	100	3500	25308	11157.49	0.17	0	0.04	0	41.74	1.02	40.99	chr09	1186808	VNI	Euploid	Absent	BK77	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142735	duplication	CP003829.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	42.52	1.04	40.99	chr10	1059964	VNI	Euploid	Absent	BK77	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142735	deletion	CP003829.1	3	19464	1.84	100	500	11500	5564.57	0.1	0.01	0.06	0.04	42.52	1.04	40.99	chr10	1059964	VNI	Euploid	Absent	BK77	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142735	duplication	CP003830.1	1	1000	0.06	0.06	1000	1000	NA	1.51	1.51	1.63	1.63	40.21	0.98	40.99	chr11	1561994	VNI	Euploid	Absent	BK77	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142735	deletion	CP003830.1	5	82494	5.28	100	6500	36000	12221.42	0.14	0	0.06	0.01	40.21	0.98	40.99	chr11	1561994	VNI	Euploid	Small	BK77	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142735	duplication	CP003831.1	3	10000	1.29	2.07	500	8500	4481.44	1.63	1.64	1.65	1.65	44.4	1.08	40.99	chr12	774062	VNI	Euploid	Absent	BK77	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142735	deletion	CP003831.1	2	23500	3.04	19.96	7500	16000	6010.41	0.16	0.01	0.09	0.01	44.4	1.08	40.99	chr12	774062	VNI	Euploid	Absent	BK77	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142735	duplication	CP003832.1	1	12000	1.59	1.59	12000	12000	NA	2.62	2.76	2.48	2.74	44.16	1.08	40.99	chr13	756744	VNI	Euploid	Absent	BK77	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142735	deletion	CP003832.1	3	36500	4.82	82	7500	20500	7234.18	0.23	0.08	0.13	0.09	44.16	1.08	40.99	chr13	756744	VNI	Euploid	Absent	BK77	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142735	duplication	CP003833.2	2	6000	0.64	0.69	2500	3500	707.11	1.7	1.59	1.62	1.62	42.46	1.04	40.99	chr14	942867	VNI	Euploid	Absent	BK77	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142735	deletion	CP003833.2	2	22867	2.43	52.33	6867	16000	6458.01	0.1	0.01	0.06	0.02	42.46	1.04	40.99	chr14	942867	VNI	Euploid	Absent	BK77	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142736	duplication	CP003820.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	40.23	0.97	41.55	chr01	2291499	VNI	Euploid	Absent	BK78	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142736	deletion	CP003820.1	5	47500	2.07	99.83	6500	16000	3984.34	0.13	0.01	0.09	0.05	40.23	0.97	41.55	chr01	2291499	VNI	Euploid	Absent	BK78	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142736	duplication	CP003821.1	1	6500	0.4	0.4	6500	6500	NA	52.58	55.32	51.42	54.95	41.14	0.99	41.55	chr02	1621675	VNI	Euploid	Absent	BK78	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142736	deletion	CP003821.1	5	41675	2.57	48.23	500	21500	8884.95	0.09	0	0.07	0.03	41.14	0.99	41.55	chr02	1621675	VNI	Euploid	Absent	BK78	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142736	duplication	CP003822.1	1	4000	0.25	0.25	4000	4000	NA	4.45	4.56	2.3	2.3	41.69	1	41.55	chr03	1575141	VNI	Euploid	Absent	BK78	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142736	deletion	CP003822.1	3	36641	2.33	100	3141	24500	11036.19	0.1	0	0.04	0	41.69	1	41.55	chr03	1575141	VNI	Euploid	Absent	BK78	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142736	duplication	CP003823.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	42.58	1.02	41.55	chr04	1084805	VNI	Euploid	Absent	BK78	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142736	deletion	CP003823.1	4	35805	3.3	100	7305	12000	2168.99	0.17	0.02	0.11	0.09	42.58	1.02	41.55	chr04	1084805	VNI	Euploid	Absent	BK78	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142736	duplication	CP003824.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	40.86	0.98	41.55	chr05	1814975	VNI	Euploid	Absent	BK78	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142736	deletion	CP003824.1	4	22475	1.24	100	3000	11000	3684.17	0.18	0.08	0.17	0.15	40.86	0.98	41.55	chr05	1814975	VNI	Euploid	Absent	BK78	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142736	duplication	CP003825.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	41.69	1	41.55	chr06	1422463	VNI	Euploid	Absent	BK78	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142736	deletion	CP003825.1	3	25963	1.83	100	2500	20000	9837.43	0.18	0.09	0.11	0.09	41.69	1	41.55	chr06	1422463	VNI	Euploid	Absent	BK78	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142736	duplication	CP003826.1	1	4000	0.29	0.29	4000	4000	NA	1.98	1.94	1.72	1.72	41.84	1.01	41.55	chr07	1399503	VNI	Euploid	Absent	BK78	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142736	deletion	CP003826.1	3	36003	2.57	100	1003	28500	14550.5	0.15	0.08	0.12	0.14	41.84	1.01	41.55	chr07	1399503	VNI	Euploid	Absent	BK78	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142736	duplication	CP003827.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	41.39	1	41.55	chr08	1398693	VNI	Euploid	Absent	BK78	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142736	deletion	CP003827.1	6	75193	5.38	100	5000	36500	12038.94	0.14	0.02	0.09	0.05	41.39	1	41.55	chr08	1398693	VNI	Euploid	Small	BK78	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142736	duplication	CP003828.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	42.18	1.02	41.55	chr09	1186808	VNI	Euploid	Absent	BK78	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142736	deletion	CP003828.1	3	47308	3.99	100	3500	25308	11157.49	0.21	0	0.04	0	42.18	1.02	41.55	chr09	1186808	VNI	Euploid	Absent	BK78	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142736	duplication	CP003829.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	41.44	1	41.55	chr10	1059964	VNI	Euploid	Absent	BK78	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142736	deletion	CP003829.1	3	18964	1.79	100	500	11000	5342.45	0.14	0.02	0.07	0.07	41.44	1	41.55	chr10	1059964	VNI	Euploid	Absent	BK78	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142736	duplication	CP003830.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	41.48	1	41.55	chr11	1561994	VNI	Euploid	Absent	BK78	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142736	deletion	CP003830.1	5	82494	5.28	100	6500	36000	12180.44	0.18	0.01	0.08	0.02	41.48	1	41.55	chr11	1561994	VNI	Euploid	Small	BK78	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142736	duplication	CP003831.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	43.31	1.04	41.55	chr12	774062	VNI	Euploid	Absent	BK78	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142736	deletion	CP003831.1	4	21562	2.79	100	62	16000	7211.65	0.19	0.01	0.08	0.01	43.31	1.04	41.55	chr12	774062	VNI	Euploid	Absent	BK78	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142736	duplication	CP003832.1	1	8000	1.06	1.06	8000	8000	NA	2.67	2.62	2.4	2.46	42.63	1.03	41.55	chr13	756744	VNI	Euploid	Absent	BK78	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142736	deletion	CP003832.1	3	38000	5.02	82.19	7500	20000	6525.59	0.3	0.1	0.15	0.14	42.63	1.03	41.55	chr13	756744	VNI	Euploid	Small	BK78	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142736	duplication	CP003833.2	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	42.24	1.02	41.55	chr14	942867	VNI	Euploid	Absent	BK78	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142736	deletion	CP003833.2	2	23367	2.48	52.33	7867	15500	5397.35	0.13	0.02	0.08	0.02	42.24	1.02	41.55	chr14	942867	VNI	Euploid	Absent	BK78	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142740	duplication	CP003820.1	1	3500	0.15	0.15	3500	3500	NA	1.64	1.63	1.65	1.63	38.96	0.95	41.16	chr01	2291499	VNI	Euploid	Absent	BK82	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142740	deletion	CP003820.1	5	49000	2.14	99.91	6000	15500	4040.42	0.14	0.01	0.09	0.06	38.96	0.95	41.16	chr01	2291499	VNI	Euploid	Absent	BK82	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142740	duplication	CP003821.1	1	7000	0.43	0.43	7000	7000	NA	46.03	51.28	44.71	51.12	38.84	0.94	41.16	chr02	1621675	VNI	Euploid	Absent	BK82	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142740	deletion	CP003821.1	4	43175	2.66	48.23	1175	21000	8353.85	0.1	0.01	0.08	0.03	38.84	0.94	41.16	chr02	1621675	VNI	Euploid	Absent	BK82	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142740	duplication	CP003822.1	1	4000	0.25	0.25	4000	4000	NA	2.39	2.52	1.75	1.75	39.84	0.97	41.16	chr03	1575141	VNI	Euploid	Absent	BK82	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142740	deletion	CP003822.1	3	36641	2.33	100	3141	24500	11036.19	0.09	0	0.04	0	39.84	0.97	41.16	chr03	1575141	VNI	Euploid	Absent	BK82	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142740	duplication	CP003823.1	1	3000	0.28	0.28	3000	3000	NA	1.66	1.64	1.62	1.61	43.12	1.05	41.16	chr04	1084805	VNI	Euploid	Absent	BK82	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142740	deletion	CP003823.1	4	38305	3.53	100	7305	14000	3030.11	0.17	0.05	0.11	0.09	43.12	1.05	41.16	chr04	1084805	VNI	Euploid	Absent	BK82	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142740	duplication	CP003824.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	39.84	0.97	41.16	chr05	1814975	VNI	Euploid	Absent	BK82	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142740	deletion	CP003824.1	4	24975	1.38	100	3500	10500	2988.2	0.2	0.12	0.19	0.16	39.84	0.97	41.16	chr05	1814975	VNI	Euploid	Absent	BK82	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS1142740	duplication	CP003825.1	2	4500	0.32	0.35	1500	3000	1060.66	1.64	1.65	1.63	1.62	41.99	1.02	41.16	chr06	1422463	VNI	Euploid	Absent	BK82	Clinical	Ashton	VNIa	637	818	683	790	1016
