sample,name,mating_type,country_of_origin_x,isolation_source,broad_project,sra_accession_x,strain_description,in_gwas,phenotyped,source_x,dataset,species_id_from_mash_anlaysis_x,study_x,hiv_status_x,continent_of_origin_x,year_of_origin_x,mean_depth_of_mapping_with_mq_>_30_across_whole_genome_x,proportion_of_genome_covered_by_at_least_5_reads_which_mapped_with_mq_>_30_x,source_y,vni_subdivision,lab_id,species_id_from_mash_anlaysis_y,study_y,hiv_status_y,sra_accession_y,country_of_origin_y,continent_of_origin_y,year_of_origin_y,mean_depth_of_mapping_with_mq_>_30_across_whole_genome_y,proportion_of_genome_covered_by_at_least_5_reads_which_mapped_with_mq_>_30_y,strain,lineage
ERS2541047,04CN-65-049,,Uganda,,,ERR2624210,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2013.0,62.05170468,0.990506264,Clinical,VNIa-93,04CN-65-049,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624210,Uganda,Africa,2013.0,62.05170468,0.990506264,04CN-65-049,VNI
ERS2540942,04CN-65-054,,Uganda,,,ERR2624172,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2013.0,104.7391986,0.991218077,Clinical,VNIa-93,04CN-65-054,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624172,Uganda,Africa,2013.0,104.7391986,0.991218077,04CN-65-054,VNI
ERS2541304,04CN-65-056,,Uganda,,,ERR2624219,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,,61.50942998,0.991405942,Clinical,VNIa-5,04CN-65-056,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624219,Uganda,Africa,,61.50942998,0.991405942,04CN-65-056,VNI
ERS2541023,04CN-65-059,,Uganda,,,ERR2624141,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2013.0,56.77958126,0.99007924,Clinical,VNIa-93,04CN-65-059,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624141,Uganda,Africa,2013.0,56.77958126,0.99007924,04CN-65-059,VNI
ERS2541056,04CN-65-062,,Uganda,,,ERR2624337,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2013.0,45.89574136,0.993197042,Clinical,VNIb,04CN-65-062,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624337,Uganda,Africa,2013.0,45.89574136,0.993197042,04CN-65-062,VNI
ERS2541053,04CN-65-064,,Uganda,,,ERR2624458,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2013.0,46.90385546,0.989099206,Clinical,VNIa-93,04CN-65-064,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624458,Uganda,Africa,2013.0,46.90385546,0.989099206,04CN-65-064,VNI
ERS2541309,04CN-65-070,,Uganda,,,ERR2624212,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2013.0,53.12020035,0.988337528,Clinical,VNIa-93,04CN-65-070,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624212,Uganda,Africa,2013.0,53.12020035,0.988337528,04CN-65-070,VNI
ERS2540938,04CN-65-071,,Uganda,,,ERR2624189,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2013.0,48.2518959,0.989094442,Clinical,VNIa-93,04CN-65-071,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624189,Uganda,Africa,2013.0,48.2518959,0.989094442,04CN-65-071,VNI
ERS2540945,04CN-65-072,,Uganda,,,ERR2624432,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2013.0,54.0415131,0.990783801,Clinical,VNIa-32,04CN-65-072,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624432,Uganda,Africa,2013.0,54.0415131,0.990783801,04CN-65-072,VNI
ERS2540943,04CN-65-073,,Uganda,,,ERR2624202,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2013.0,43.09886422,0.987172118,Clinical,VNIa-Y,04CN-65-073,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624202,Uganda,Africa,2013.0,43.09886422,0.987172118,04CN-65-073,VNI
ERS2541002,04CN-65-074,,Uganda,,,ERR2624181,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,,49.55331296,0.993829294,Clinical,VNIb,04CN-65-074,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624181,Uganda,Africa,,49.55331296,0.993829294,04CN-65-074,VNI
ERS2541310,04CN-65-080,,Uganda,,,ERR2624147,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,negative,Africa,,42.67799176,0.987464179,Clinical,VNIa-93,04CN-65-080,Cryptococcus neoformans var. grubii H99,Ashton,negative,ERR2624147,Uganda,Africa,,42.67799176,0.987464179,04CN-65-080,VNI
ERS2541059,04CN-65-085,,Uganda,,,ERR2624323,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2014.0,39.62800317,0.989269127,Clinical,VNIa-93,04CN-65-085,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624323,Uganda,Africa,2014.0,39.62800317,0.989269127,04CN-65-085,VNI
ERS2541311,04CN-65-086,,Uganda,,,ERR2624205,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2014.0,58.10252789,0.986435585,Clinical,VNIa-93,04CN-65-086,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624205,Uganda,Africa,2014.0,58.10252789,0.986435585,04CN-65-086,VNI
ERS2541316,04CN-65-087,,Uganda,,,ERR2624097,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2014.0,44.08270674,0.993371197,Clinical,VNIb,04CN-65-087,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624097,Uganda,Africa,2014.0,44.08270674,0.993371197,04CN-65-087,VNI
ERS2541043,04CN-65-089,,Uganda,,,ERR2624329,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2014.0,66.23293987,0.990327662,Clinical,VNIa-93,04CN-65-089,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624329,Uganda,Africa,2014.0,66.23293987,0.990327662,04CN-65-089,VNI
ERS2541012,04CN-65-091,,Uganda,,,ERR2624387,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2014.0,41.80176599,0.989011335,Clinical,VNIa-93,04CN-65-091,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624387,Uganda,Africa,2014.0,41.80176599,0.989011335,04CN-65-091,VNI
ERS2540927,04CN-65-095,,Uganda,,,ERR2624095,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2014.0,52.77766788,0.989510827,Clinical,VNIa-93,04CN-65-095,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624095,Uganda,Africa,2014.0,52.77766788,0.989510827,04CN-65-095,VNI
ERS2541014,04CN-65-096,,Uganda,,,ERR2624275,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2014.0,62.7494154,0.999577899,Clinical,VNIb,04CN-65-096,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624275,Uganda,Africa,2014.0,62.7494154,0.999577899,04CN-65-096,VNI
ERS2541003,04CN-65-098,,Uganda,,,ERR2624418,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2014.0,54.39969334,0.989869883,Clinical,VNIa-93,04CN-65-098,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624418,Uganda,Africa,2014.0,54.39969334,0.989869883,04CN-65-098,VNI
ERS2541333,04CN-65-100,,Uganda,,,ERR2624382,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2014.0,53.56061647,0.987997052,Clinical,VNIa-93,04CN-65-100,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624382,Uganda,Africa,2014.0,53.56061647,0.987997052,04CN-65-100,VNI
ERS2541324,04CN-65-102,,Uganda,,,ERR2624315,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2014.0,42.87334712,0.986918136,Clinical,VNIa-93,04CN-65-102,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624315,Uganda,Africa,2014.0,42.87334712,0.986918136,04CN-65-102,VNI
ERS2540935,04CN-65-103,,Uganda,,,ERR2624334,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2014.0,41.67154716,0.989288977,Clinical,VNIa-93,04CN-65-103,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624334,Uganda,Africa,2014.0,41.67154716,0.989288977,04CN-65-103,VNI
ERS2540950,04CN-65-106,,Uganda,,,ERR2624139,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,,43.27427447,0.965696978,Clinical,,04CN-65-106,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624139,Uganda,Africa,,43.27427447,0.965696978,04CN-65-106,VNII
ERS2540959,04CN-65-108,,Uganda,,,ERR2624349,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2014.0,44.71459193,0.989272356,Clinical,VNIa-93,04CN-65-108,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624349,Uganda,Africa,2014.0,44.71459193,0.989272356,04CN-65-108,VNI
ERS2540992,04CN-65-125,,Uganda,,,ERR2624183,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2014.0,39.30766728,0.994221699,Clinical,VNIb,04CN-65-125,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624183,Uganda,Africa,2014.0,39.30766728,0.994221699,04CN-65-125,VNI
ERS2541055,04CN-65-127,,Uganda,,,ERR2624281,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2014.0,37.95802589,0.989318568,Clinical,VNIa-93,04CN-65-127,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624281,Uganda,Africa,2014.0,37.95802589,0.989318568,04CN-65-127,VNI
ERS2540925,04CN-65-129,,Uganda,,,ERR2624242,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99/Cryptococcus neoformans var. neoformans JEC21 hybrid,Ashton,positive,Africa,2014.0,32.82144092,0.97489428,Clinical,,04CN-65-129,Cryptococcus neoformans var. grubii H99/Cryptococcus neoformans var. neoformans JEC21 hybrid,Ashton,positive,ERR2624242,Uganda,Africa,2014.0,32.82144092,0.97489428,04CN-65-129,AD_hybrid
ERS2541019,04CN-65-130,,Uganda,,,ERR2624350,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2014.0,47.75994973,0.984398233,Clinical,VNIa-X,04CN-65-130,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624350,Uganda,Africa,2014.0,47.75994973,0.984398233,04CN-65-130,VNI
ERS2541072,04CN-65-131,,Uganda,,,ERR2624264,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,,31.38908887,0.987098856,Clinical,VNIa-93,04CN-65-131,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624264,Uganda,Africa,,31.38908887,0.987098856,04CN-65-131,VNI
ERS2541077,04CN-65-132,,Uganda,,,ERR2624477,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2014.0,60.55988904,0.995224812,Clinical,VNIb,04CN-65-132,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624477,Uganda,Africa,2014.0,60.55988904,0.995224812,04CN-65-132,VNI
ERS2540931,04CN-65-133,,Uganda,,,ERR2624415,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99/Cryptococcus neoformans var. neoformans JEC21 hybrid,Ashton,positive,Africa,2014.0,44.42821647,0.982899809,Clinical,,04CN-65-133,Cryptococcus neoformans var. grubii H99/Cryptococcus neoformans var. neoformans JEC21 hybrid,Ashton,positive,ERR2624415,Uganda,Africa,2014.0,44.42821647,0.982899809,04CN-65-133,AD_hybrid
ERS2540981,04CN-65-134,,Uganda,,,ERR2624267,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2014.0,42.6718564,0.989261504,Clinical,VNIa-93,04CN-65-134,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624267,Uganda,Africa,2014.0,42.6718564,0.989261504,04CN-65-134,VNI
ERS2541035,04CN-65-135,,Uganda,,,ERR2624380,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2014.0,38.94715972,0.988440381,Clinical,VNIa-93,04CN-65-135,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624380,Uganda,Africa,2014.0,38.94715972,0.988440381,04CN-65-135,VNI
ERS2540947,04CN-65-137,,Uganda,,,ERR2624357,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2014.0,42.74309891,0.988786838,Clinical,VNIa-93,04CN-65-137,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624357,Uganda,Africa,2014.0,42.74309891,0.988786838,04CN-65-137,VNI
ERS2541036,04CN-65-141,,Uganda,,,ERR2624456,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2014.0,59.08672644,0.98957239,Clinical,VNIa-93,04CN-65-141,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624456,Uganda,Africa,2014.0,59.08672644,0.98957239,04CN-65-141,VNI
ERS2540978,04CN-65-142,,Uganda,,,ERR2624215,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2014.0,38.66619197,0.98932312,Clinical,VNIa-93,04CN-65-142,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624215,Uganda,Africa,2014.0,38.66619197,0.98932312,04CN-65-142,VNI
ERS2541049,04CN-65-161,,Uganda,,,ERR2624145,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,,45.41327671,0.991485609,Clinical,VNIa-32,04CN-65-161,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624145,Uganda,Africa,,45.41327671,0.991485609,04CN-65-161,VNI
ERS2540928,04CN-65-163,,Uganda,,,ERR2624344,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2014.0,42.40845149,0.989579589,Clinical,VNIa-93,04CN-65-163,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624344,Uganda,Africa,2014.0,42.40845149,0.989579589,04CN-65-163,VNI
ERS2541320,04CN-65-164,,Uganda,,,ERR2624482,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2014.0,53.88109216,0.989456198,Clinical,VNIa-93,04CN-65-164,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624482,Uganda,Africa,2014.0,53.88109216,0.989456198,04CN-65-164,VNI
ERS2540923,04CN-65-165,,Uganda,,,ERR2624383,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,,37.56306624,0.988650426,Clinical,VNIa-93,04CN-65-165,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624383,Uganda,Africa,,37.56306624,0.988650426,04CN-65-165,VNI
ERS2540996,04CN-65-166,,Uganda,,,ERR2624252,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2014.0,42.31074761,0.989368962,Clinical,VNIa-93,04CN-65-166,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624252,Uganda,Africa,2014.0,42.31074761,0.989368962,04CN-65-166,VNI
ERS2541024,04CN-65-167,,Uganda,,,ERR2624230,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Africa,2014.0,39.60676327,0.988549109,Clinical,VNIa-93,04CN-65-167,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR2624230,Uganda,Africa,2014.0,39.60676327,0.988549109,04CN-65-167,VNI
ERS1142690,20949_2#1,,Vietnam,,,ERR1756534,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2004.0,55.97034755,0.98486116,Clinical,VNIa-4,BK1,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1756534,Vietnam,Asia,2004.0,55.97034755,0.98486116,20949_2#1,VNI
ERS1142757,20427_2#60,,Vietnam,,,ERR1671658,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,37.959171,0.957080874,Clinical,VNIa-4,BK100,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671658,Vietnam,Asia,2005.0,37.959171,0.957080874,20427_2#60,VNI
ERS542396,14936_1#5,,Vietnam,,,ERR842637,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,36.10530566,0.959686959,Clinical,VNIa-32,BK101,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR842637,Vietnam,Asia,2005.0,36.10530566,0.959686959,14936_1#5,VNI
ERS542397,14936_1#6,,Vietnam,,,ERR842638,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,36.9944635,0.958829436,Clinical,VNIa-5,BK102,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR842638,Vietnam,Asia,2005.0,36.9944635,0.958829436,14936_1#6,VNI
ERS542398,14936_1#7,,Vietnam,,,ERR842639,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2006.0,40.58919429,0.958806545,Clinical,VNIa-5,BK105,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR842639,Vietnam,Asia,2006.0,40.58919429,0.958806545,14936_1#7,VNI
ERS1142758,20427_2#61,,Vietnam,,,ERR1671659,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2006.0,41.49425941,0.957193476,Clinical,VNIa-4,BK106,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671659,Vietnam,Asia,2006.0,41.49425941,0.957193476,20427_2#61,VNI
ERS542400,14936_1#9,,Vietnam,,,ERR842640,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2006.0,32.07785669,0.957970169,Clinical,VNIa-5,BK107,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR842640,Vietnam,Asia,2006.0,32.07785669,0.957970169,14936_1#9,VNI
ERS1142759,20427_2#62,,Vietnam,,,ERR1671660,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2006.0,36.33982785,0.959139859,Clinical,VNIa-93,BK108,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671660,Vietnam,Asia,2006.0,36.33982785,0.959139859,20427_2#62,VNI
ERS1142760,20427_2#63,,Vietnam,,,ERR1671661,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2006.0,40.00827037,0.957324846,Clinical,VNIa-4,BK109,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671661,Vietnam,Asia,2006.0,40.00827037,0.957324846,20427_2#63,VNI
ERS1142696,20427_2#5,,Vietnam,,,ERR1671603,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2004.0,45.41820283,0.960641965,Clinical,VNIa-32,BK11,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671603,Vietnam,Asia,2004.0,45.41820283,0.960641965,20427_2#5,VNI
ERS542403,15277_3#1,,Vietnam,,,ERR852919,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2006.0,37.54199955,0.957236138,Clinical,VNIa-4,BK111,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR852919,Vietnam,Asia,2006.0,37.54199955,0.957236138,15277_3#1,VNI
ERS1142761,20427_2#64,,Vietnam,,,ERR1671662,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2006.0,37.64001998,0.959270489,Clinical,VNIa-93,BK112,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671662,Vietnam,Asia,2006.0,37.64001998,0.959270489,20427_2#64,VNI
ERS1142762,20427_2#65,,Vietnam,,,ERR1671663,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2006.0,38.49964353,0.956741903,Clinical,VNIa-4,BK113,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671663,Vietnam,Asia,2006.0,38.49964353,0.956741903,20427_2#65,VNI
ERS542406,14936_1#15,,Vietnam,,,ERR842644,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2006.0,37.5145244,0.956338226,Clinical,VNIa-4,BK114,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR842644,Vietnam,Asia,2006.0,37.5145244,0.956338226,14936_1#15,VNI
ERS1142763,20427_2#66,,Vietnam,,,ERR1671664,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2006.0,42.93509822,0.960111148,Clinical,VNIa-5,BK115,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671664,Vietnam,Asia,2006.0,42.93509822,0.960111148,20427_2#66,VNI
ERS1142764,20427_2#67,,Vietnam,,,ERR1671665,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2006.0,38.82518817,0.958973652,Clinical,VNIa-5,BK116,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671665,Vietnam,Asia,2006.0,38.82518817,0.958973652,20427_2#67,VNI
ERS1142765,20427_2#68,,Vietnam,,,ERR1671666,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2006.0,41.42472466,0.960020167,Clinical,VNIa-5,BK117,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671666,Vietnam,Asia,2006.0,41.42472466,0.960020167,20427_2#68,VNI
ERS1142697,20427_2#6,,Vietnam,,,ERR1671604,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2004.0,48.30495988,0.959749392,Clinical,VNIa-93,BK12,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671604,Vietnam,Asia,2004.0,48.30495988,0.959749392,20427_2#6,VNI
ERS542413,14936_1#22,,Vietnam,,,ERR842647,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2006.0,40.26466269,0.956494019,Clinical,VNIa-4,BK123,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR842647,Vietnam,Asia,2006.0,40.26466269,0.956494019,14936_1#22,VNI
ERS542414,15277_3#7,,Vietnam,,,ERR852925,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2006.0,35.45493035,0.95570501,Clinical,VNIa-4,BK125,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR852925,Vietnam,Asia,2006.0,35.45493035,0.95570501,15277_3#7,VNI
ERS542415,15277_3#8,,Vietnam,,,ERR852926,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2006.0,52.58475412,0.957193899,Clinical,VNIa-4,BK127,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR852926,Vietnam,Asia,2006.0,52.58475412,0.957193899,15277_3#8,VNI
ERS1142767,20949_2#10,,Vietnam,,,ERR1756543,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2006.0,41.97025741,0.989092907,Clinical,VNIa-5,BK128,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1756543,Vietnam,Asia,2006.0,41.97025741,0.989092907,20949_2#10,VNI
ERS1142768,20427_2#69,,Vietnam,,,ERR1671667,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2006.0,35.72958042,0.958937069,Clinical,VNIa-93,BK129,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671667,Vietnam,Asia,2006.0,35.72958042,0.958937069,20427_2#69,VNI
ERS1142698,20427_2#7,,Vietnam,,,ERR1671605,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2004.0,37.58138172,0.956665038,Clinical,VNIa-4,BK13,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671605,Vietnam,Asia,2004.0,37.58138172,0.956665038,20427_2#7,VNI
ERS1142769,20427_2#70,,Vietnam,,,ERR1671668,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2006.0,35.59442479,0.958470641,Clinical,VNIa-93,BK132,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671668,Vietnam,Asia,2006.0,35.59442479,0.958470641,20427_2#70,VNI
ERS1142770,20427_2#71,,Vietnam,,,ERR1671669,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2006.0,38.24826492,0.955990058,Clinical,VNIa-4,BK134,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671669,Vietnam,Asia,2006.0,38.24826492,0.955990058,20427_2#71,VNI
ERS1142773,20427_3#1,,Vietnam,,,ERR1671671,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2006.0,78.62257515,0.958121997,Clinical,VNIa-4,BK137,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671671,Vietnam,Asia,2006.0,78.62257515,0.958121997,20427_3#1,VNI
